clase,x,y,content
4,-0.12263899077339979,-0.10841490363370788,"['guys', 'best', 'love', 'health', 'uandpets']"
4,-0.1408408836549911,-0.09167765514553888,"['cant', 'one', 'talk', 'besties', 'meeting', 'tonight', 'girl', 'im', 'wait']"
4,-0.19158929872496877,-0.16175717800280578,"['darealsunisakim', 'thanks', 'sunisa', 'dc', 'meet', 'sweetheart', 'twitter', 'hin', 'area', 'got', 'show', 'add']"
4,-0.15535332094385032,-0.13584627397410495,"['much', 'make', 'hurts', 'friends', 'sick', 'soup', 'really', 'eat', 'plus', 'cheap', 'real', 'food']"
4,-0.10051572880332617,-0.07457644129801902,"['everyone', 'effect', 'lovesbrooklyn']"
4,-0.14445560210941358,-0.12925599468568155,"['productoffear', 'burst', 'thanks', 'sulk', 'loud', 'laughing', 'making', 'really', 'tell', 'come']"
4,-0.13998784957992394,-0.12593091875866824,"['keith', 'find', 'thans', 'ihad', 'hill', 'already', 'response', 'answer']"
4,-0.1260547945128202,-0.12564140248341327,"['jealous', 'keepinupwkris', 'time', 'hope', 'love', 'great', 'like', 'show', 'acm', 'vegas']"
4,-0.14722504791183186,-0.12690783086704294,"['finally', 'tommcfly', 'ah', 'mr', 'fletcher', 'twitter', 'joining', 'congrats']"
4,-0.15323084644021817,-0.13860273412565,"['stupid', 'errors', 'type', 'responded', 'forgive', 'helping', 'voip', 'cat']"
4,-0.1589397159343204,-0.14342407369228338,"['hours', 'school', 'straiiight', 'crazy', 'spencerpratt', 'ha', 'happy', 'birthday', 'told', 'day', 'jb', 'hills', 'watch']"
4,-0.13728442971577945,-0.03470487846523457,"['half', 'men', 'two', 'naughtyhaughty', 'forget', 'love', 'show']"
4,-0.12570476111305454,-0.1091446100939113,"['get', 'worry', 'hang', 'nileyjileyluver', 'haha']"
4,-0.17287574721845755,-0.16802982100107663,"['may', 'many', 'one', 'cause', 'usual', 'soundwav', 'already', 'lost', 'nights', 'later', 'addicting', 'feeling', 'least']"
4,-0.16039512649109786,-0.1475970670094328,"['dm', 'better', 'make', 'get', 'permission', 'lutheranlucciol', 'blessing', 'gt', 'post', 'first', 'lol', 'link', 'sure', 'video', 'lt', 'miss']"
4,-0.11538069472341207,-0.09724798574981634,"['added', 'tweetie', 'new', 'iphone']"
4,-0.4003560121079317,-0.8316436895735185,"['yeah', 'para', 'ko', 'globe', 'din', 'ako', 'think', 'na', 'makakasama', 'know', 'michellardi', 'really', 'gumaling', 'kung', 'alam', 'sana']"
4,-0.10103353791003543,-0.08072641320134032,"['picture', 'sweet', 'nicolerichie']"
4,-0.19849725103796323,-0.20387500633152836,"['random', 'emails', 'pm', 'dinner', 'early', 'tonight', 'cutting', 'catching', 'bacn', 'rss', 'lauraw']"
4,-0.16978956329642728,-0.16075311986592586,"['getting', 'around', 'room', 'dizzy', 'twitter', 'dancing', 'pjs', 'well', 'asked', 'ipod', 'jamming']"
4,-0.12118758259801994,-0.1010633180568384,"['voting', 'thanks', 'place', 'peeps', 'anyways', 'contest']"
4,-0.1155061511325567,-0.09324598574283846,"['dreams', 'going', 'goodnight', 'sweet', 'everyone', 'bed']"
4,-0.12105704316011724,0.023330838094912935,"['tomorrow', 'deposit', 'walking', 'littlelumen', 'put']"
4,-0.0959823333760213,-0.07362804257580913,"['shud', 'tha', 'followinq', 'dachesterfrench']"
4,-0.17796266278046183,-0.1671816511486842,"['meant', 'twittering', 'quot', 'toilet', 'back', 'lordpov', 'cubicle', 'somewhere', 'add']"
4,-0.13488434993247153,-0.12007904777215071,"['aw', 'new', 'mine', 'holding', 'puppy', 'well', 'cutie']"
4,-0.12519967333606014,-0.10480070984410436,"['ijohn', 'proves', 'crotch', 'sleepin', 'kitteh', 'likes']"
4,-0.08335564255268617,-0.06264096461623378,"['dramabeats', 'agreed']"
4,-0.032668832882229236,-0.15871331236858624,"['find', 'bus', 'border', 'reaching', 'hour', 'amritsar', 'pm', 'wagah']"
4,-0.13187302598106027,-0.11265291675296198,"['let', 'famous', 'albinla', 'star', 'super', 'thinking', 'first', 'tonight', 'interview']"
4,-0.12947011686690413,-0.11688969223039822,"['time', 'family', 'spend', 'happy']"
4,-0.12955496443443965,-0.10981214713158992,"['finally', 'didnt', 'going', 'bed', 'hills', 'tired', 'gonna', 'watch']"
4,-0.2130758467134583,-0.1906802247620643,"['craving', 'colada', 'slushie', 'throat', 'crazy', 'hurting', 'pina', 'banana', 'ooooohh', 'effing', 'got', 'tired']"
4,-0.1342779984930272,-0.1234921301678078,"['deon', 'dong', 'upload', 'indowebster', 'di', 'banggggg']"
4,-0.10740272544560202,-0.08808708511229249,"['enjoyed', 'wisdomous', 'glad', 'welcome']"
4,-0.2218823227060524,-0.23782307422660334,"['hawaii', 'cuz', 'shellz', 'hahaha', 'wer', 'sheldawg', 'das', 'omg', 'rolll', 'laughin', 'hook', 'ryt']"
4,-0.11839046755968043,-0.12012663698923808,"['better', 'pookie', 'pray', 'feel', 'awww', 'bag', 'nurse', 'sickwiththepen']"
4,-0.12047001047569851,-0.10034515376152191,"['buddy', 'cuddle', 'new', 'found', 'yay']"
4,-0.14504617246050028,-0.12031648428880447,"['snob', 'life', 'quot', 'think', 'goes', 'tonight', 'first', 'met', 'bad', 'twitter']"
4,-0.12023143132759088,-0.09947505892847543,"['across', 'tomorrow', 'rehearsal', 'sleep', 'universe']"
4,-0.10691335227583908,-0.08522455631255124,"['dry', 'huh', 'potato', 'sweet', 'annabellee']"
4,-0.14729213958507878,-0.14752074543877947,"['knight', 'cannot', 'bus', 'loved', 'hi', 'jon', 'jonathanrknight', 'see', 'hope', 'great', 'cruise', 'well', 'hear', 'wait']"
4,-0.11571861844677007,-0.0936823620940409,"['phone', 'long', 'conversation', 'mom']"
4,-0.12285707234380765,-0.11555322537341339,"['say', 'yayyy', 'lol', 'requested', 'suitelifeofkell', 'herrr']"
4,-0.23354196889352213,-0.261658911872051,"['practicing', 'shoot', 'mannerisms', 'driving', 'probably', 'crazy', 'voices', 'upcoming', 'brock', 'lines', 'feature']"
4,-0.14703762070694715,-0.10238610915056601,"['cant', 'get', 'enough', 'new', 'going', 'go', 'moon', 'rd', 'time', 'twilight', 'read', 'series']"
4,-0.21327759564621102,-0.21133714398481807,"['diana', 'much', 'dont', 'tar', 'ncaa', 'woot', 'know', 'two', 'anniversary', 'today', 'heels', 'love', 'even', 'month', 'sooooooo', 'omg']"
4,-0.0779678535911398,-0.05788676737758174,['bored']
4,-0.11334138749418055,-0.09365936791747373,"['asking', 'wallpaper', 'stevecla', 'square', 'red']"
4,-0.13491412545619821,-0.12020067206311223,"['keith', 'find', 'thanks', 'ihad', 'hill', 'already', 'response', 'answer']"
4,-0.14285458723831396,-0.13679797793574053,"['yeah', 'mello', 'cuz', 'noticed', 'pope', 'bb', 'well']"
4,-0.11580882021371522,-0.0969952538514602,"['inspired', 'thats', 'get', 'tryna']"
4,-0.15346546755568427,-0.12692334650792902,"['much', 'better', 'enough', 'get', 'workouts', 'early', 'kourtneykardash', 'night']"
4,-0.14981040029376788,-0.24497531774490539,"['austin', 'ass', 'ur', 'purple', 'woot', 'royal', 'see', 'ladygaga', 'love', 'annnd', 'well', 'hot', 'bob', 'wait', 'way', 'went', 'color']"
4,-0.303395981717473,-0.33467661190520676,"['spike', 'body', 'quot', 'quotablebuffy', 'one', 'herder', 'songs', 'faith', 'faves', 'nerf', 'met', 'vivian', 'got', 'bunch', 'buffy']"
4,-0.1069420326950372,-0.08671959921804372,"['gt', 'check', 'devunity', 'wallpaper']"
4,-0.13053987952534446,0.14126740796591128,"['morning', 'tweetland', 'everyone', 'hope', 'long', 'day', 'great', 'ahead']"
4,-0.09587374073871886,-0.07382472687155787,"['friendster', 'pictures', 'uploading']"
4,-0.13142156803194058,-0.11135967613819403,"['dont', 'thanks', 'aw', 'ct', 'days', 'love', 'ash', 'pic']"
4,-0.09984572060833292,-0.08926164849953865,"['noodlebox', 'amanda', 'tonight']"
4,-0.15048836580443173,-0.1564381805240037,"['sorrry', 'avion', 'jonas', 'different', 'una', 'girlfriend', 'kevin', 'like', 'things']"
4,-0.12999477604053974,-0.12455593642249527,"['singing', 'lsd', 'maybe', 'serious', 'hehe', 'whoa', 'like', 'lolol', 'fuzeb']"
4,-0.09468858479174519,-0.07589790957859932,"['life', 'loving']"
4,-0.13125117689698446,-0.11714837324769498,"['planet', 'says', 'best', 'sicilians', 'damn', 'love', 'apothecaryjeri', 'pizza']"
4,0.09886420053896731,-0.11325137996504187,"['yeah', 'gf', 'milk', 'loves', 'chocolate']"
4,-0.11513982144031153,-0.1098491820109443,"['going', 'mine', 'tomorrow', 'tour', 'sutter', 'old', 'creek']"
4,-0.17072417857948027,-0.1807485752821666,"['personally', 'look', 'coach', 'going', 'soon', 'become', 'strawberry', 'cho', 'like', 'bodycoach']"
4,-0.15404698371903833,-0.2663044571248959,"['little', 'side', 'earth', 'east', 'live', 'fish', 'mesa', 'losiento', 'guess']"
