clase,x,y,content
4,-0.12263899077338625,-0.10841490363369795,"['guys', 'best', 'love', 'health', 'uandpets']"
4,-0.14084088365498854,-0.0916776551455379,"['cant', 'one', 'talk', 'besties', 'meeting', 'tonight', 'girl', 'im', 'wait']"
4,-0.19158929872498504,-0.1617571780028087,"['darealsunisakim', 'thanks', 'sunisa', 'dc', 'meet', 'sweetheart', 'twitter', 'hin', 'area', 'got', 'show', 'add']"
4,-0.15535332094385484,-0.13584627397411336,"['much', 'make', 'hurts', 'friends', 'sick', 'soup', 'really', 'eat', 'plus', 'cheap', 'real', 'food']"
4,-0.10051572880332121,-0.07457644129800975,"['everyone', 'effect', 'lovesbrooklyn']"
4,-0.1444556021093795,-0.12925599468567994,"['productoffear', 'burst', 'thanks', 'sulk', 'loud', 'laughing', 'making', 'really', 'tell', 'come']"
4,-0.1399878495799262,-0.12593091875867107,"['keith', 'find', 'thans', 'ihad', 'hill', 'already', 'response', 'answer']"
4,-0.12605479451282164,-0.12564140248340494,"['jealous', 'keepinupwkris', 'time', 'hope', 'love', 'great', 'like', 'show', 'acm', 'vegas']"
4,-0.14722504791183272,-0.1269078308670445,"['finally', 'tommcfly', 'ah', 'mr', 'fletcher', 'twitter', 'joining', 'congrats']"
4,-0.1532308464402193,-0.13860273412563212,"['stupid', 'errors', 'type', 'responded', 'forgive', 'helping', 'voip', 'cat']"
4,-0.15893971593432363,-0.1434240736922717,"['hours', 'school', 'straiiight', 'crazy', 'spencerpratt', 'ha', 'happy', 'birthday', 'told', 'day', 'jb', 'hills', 'watch']"
4,-0.13728442971577934,-0.03470487846522903,"['half', 'men', 'two', 'naughtyhaughty', 'forget', 'love', 'show']"
4,-0.12570476111305487,-0.10914461009391505,"['get', 'worry', 'hang', 'nileyjileyluver', 'haha']"
4,-0.17287574721845989,-0.16802982100107,"['may', 'many', 'one', 'cause', 'usual', 'soundwav', 'already', 'lost', 'nights', 'later', 'addicting', 'feeling', 'least']"
4,-0.1603951264911001,-0.1475970670094358,"['dm', 'better', 'make', 'get', 'permission', 'lutheranlucciol', 'blessing', 'gt', 'post', 'first', 'lol', 'link', 'sure', 'video', 'lt', 'miss']"
4,-0.11538069472340996,-0.09724798574981863,"['added', 'tweetie', 'new', 'iphone']"
4,-0.40035601210787264,-0.8316436895743915,"['yeah', 'para', 'ko', 'globe', 'din', 'ako', 'think', 'na', 'makakasama', 'know', 'michellardi', 'really', 'gumaling', 'kung', 'alam', 'sana']"
4,-0.10103353791003471,-0.08072641320133966,"['picture', 'sweet', 'nicolerichie']"
4,-0.19849725103796545,-0.20387500633153222,"['random', 'emails', 'pm', 'dinner', 'early', 'tonight', 'cutting', 'catching', 'bacn', 'rss', 'lauraw']"
