clase,x,y,content
4,2.014391727636634,-0.0012272299445200419,"['guys', 'best', 'love', 'health', 'uandpets']"
4,2.012659747851854,0.25513178409711373,"['cant', 'one', 'talk', 'besties', 'meeting', 'tonight', 'girl', 'im', 'wait']"
4,2.2413936331441686,-1.2545971846532398,"['darealsunisakim', 'thanks', 'sunisa', 'dc', 'meet', 'sweetheart', 'twitter', 'hin', 'area', 'got', 'show', 'add']"
4,2.010879247435257,0.17201955610646397,"['much', 'make', 'hurts', 'friends', 'sick', 'soup', 'really', 'eat', 'plus', 'cheap', 'real', 'food']"
4,-6.130085731068345,0.343194978303177,"['everyone', 'effect', 'lovesbrooklyn']"
4,2.0676568005455964,-0.4652308521600982,"['productoffear', 'burst', 'thanks', 'sulk', 'loud', 'laughing', 'making', 'really', 'tell', 'come']"
4,-8.203170861946505,0.31438081188554895,"['keith', 'find', 'thans', 'ihad', 'hill', 'already', 'response', 'answer']"
4,2.0120141224287162,0.060186873936426744,"['jealous', 'keepinupwkris', 'time', 'hope', 'love', 'great', 'like', 'show', 'acm', 'vegas']"
4,-10.057848119049954,-0.024008526407656744,"['finally', 'tommcfly', 'ah', 'mr', 'fletcher', 'twitter', 'joining', 'congrats']"
4,2.243183396796423,-1.2619968109499147,"['stupid', 'errors', 'type', 'responded', 'forgive', 'helping', 'voip', 'cat']"
4,2.0385920666731736,-0.2713333720270039,"['hours', 'school', 'straiiight', 'crazy', 'spencerpratt', 'ha', 'happy', 'birthday', 'told', 'day', 'jb', 'hills', 'watch']"
4,2.012316126100596,0.05021415045375885,"['half', 'men', 'two', 'naughtyhaughty', 'forget', 'love', 'show']"
4,-5.503232065998111,0.45463311011244356,"['get', 'worry', 'hang', 'nileyjileyluver', 'haha']"
4,1.9707363580258248,-0.36505786495216896,"['may', 'many', 'one', 'cause', 'usual', 'soundwav', 'already', 'lost', 'nights', 'later', 'addicting', 'feeling', 'least']"
4,2.06221865963256,-0.4327551717264849,"['dm', 'better', 'make', 'get', 'permission', 'lutheranlucciol', 'blessing', 'gt', 'post', 'first', 'lol', 'link', 'sure', 'video', 'lt', 'miss']"
4,2.0134629119944707,0.01923008354256929,"['added', 'tweetie', 'new', 'iphone']"
4,2.9819957358823608,-5.0354357548577635,"['yeah', 'para', 'ko', 'globe', 'din', 'ako', 'think', 'na', 'makakasama', 'know', 'michellardi', 'really', 'gumaling', 'kung', 'alam', 'sana']"
4,-5.216531334939332,0.5205053076023105,"['picture', 'sweet', 'nicolerichie']"
4,2.174912630845066,-0.9760969748861372,"['random', 'emails', 'pm', 'dinner', 'early', 'tonight', 'cutting', 'catching', 'bacn', 'rss', 'lauraw']"
4,2.0874279332826653,-0.4684007091021145,"['getting', 'around', 'room', 'dizzy', 'twitter', 'dancing', 'pjs', 'well', 'asked', 'ipod', 'jamming']"
4,2.069203427827474,-0.4742459670752643,"['voting', 'thanks', 'place', 'peeps', 'anyways', 'contest']"
4,-0.6348233701047383,0.553705258234791,"['dreams', 'going', 'goodnight', 'sweet', 'everyone', 'bed']"
4,-7.274172448810408,0.2585777513647259,"['tomorrow', 'deposit', 'walking', 'littlelumen', 'put']"
4,2.0523969707742866,-0.37043592568818295,"['shud', 'tha', 'followinq', 'dachesterfrench']"
4,2.164769168403058,-0.9334836579624785,"['meant', 'twittering', 'quot', 'toilet', 'back', 'lordpov', 'cubicle', 'somewhere', 'add']"
